id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
3625206,,"<p><strong>Description</strong></p>

<p>The Microsoft UI Automation Framework is a part of the Microsoft .Net Framework (from 3.0 on) that enables elements on the Windows Desktop to be manipulated programmatically regardless of the technology they were originally created by - although typically they will be WinForms, WPF or Silverlight applications. </p>

<p>The principle uses of the UIAutomation Framework are creating Screen Readers, and Test Automation.</p>

<p><strong>Resources</strong></p>

<ul>
<li><a href=""http://msdn.microsoft.com/en-us/library/ms747327.aspx"" rel=""nofollow noreferrer"">UIAutomation Framework on MSDN</a></li>
<li><a href=""http://blog.functionalfun.net/2009/06/introduction-to-ui-automation-with.html"" rel=""nofollow noreferrer"">An Introduction to UI Automation</a></li>
<li><a href=""http://white.codeplex.com/"" rel=""nofollow noreferrer"">Project White</a></li>
</ul>",,,0,,8/5/2010 10:04:10,,9/2/2010 8:23:01,9/2/2010 8:23:01,,1727,,-1,,3,0,,
3625207,,"<p>Description</p>

<p>The Microsoft UI Automation Framework is a part of the Microsoft .Net Framework (from 3.0 on) that enables elements on the Windows Desktop to be manipulated programmatically regardless of the technology they were originally created by - although typically they will be WinForms, WPF or Silverlight applications. </p>

<p>The principle uses of the UIAutomation Framework are creating Screen Readers, and Test Automation.</p>

<p>Resources</p>

<p>UIAutomation </p>",,,0,,8/5/2010 10:04:10,,9/2/2010 8:23:01,9/2/2010 8:23:01,,1727,,-1,,3,0,,
3688248,,,,,0,,9/10/2010 20:50:56,,9/10/2010 20:50:56,9/10/2010 20:50:56,,120261,,-1,,3,0,,
3688249,,"<p>DSP is an acronym for digital signal processing.  Common DSP operations are filtering, convolution, and Fourier transforms.  DSP arises in audio, image, and scientific data processing.</p>",,,0,,9/10/2010 20:50:56,,9/10/2010 20:50:56,9/10/2010 20:50:56,,120261,,-1,,3,0,,
6109241,,JibGrid is a silverlight grid control that provides features for conditional filtering of the data.,,,0,,5/24/2011 10:46:40,,5/24/2011 17:01:25,5/24/2011 17:01:25,,179910,,-1,,3,0,,
6061588,,A no javascript question is one which asks about creating web pages which will work on browsers without javascript enabled.,,,0,,5/19/2011 16:10:59,,5/19/2011 16:42:15,5/19/2011 16:42:15,,215752,,-1,,3,0,,
4613769,,"<p>Html Agility Pack (a.k.a ""HAP"") is an agile HTML parser that builds a read/write DOM and supports plain XPATH or XSLT (you actually don't HAVE to understand XPATH nor XSLT to use it, don't worry...). It is a .NET code library that allows you to parse ""out of the web"" HTML files. The parser is very tolerant with ""real world"" malformed HTML. The object model is very similar to what proposes System.Xml, but for HTML documents (or streams).</p>

<p>Html Agility Pack now supports Linq to Objects (via a LINQ to Xml Like interface).</p>

<p>Sample applications:</p>

<ul>
<li>Page fixing or generation. You can fix a page the way you want, modify the DOM, add nodes, copy nodes, well... you name it.</li>
<li>Web scanners. You can easily get to img/src or a/hrefs with a bunch XPATH queries.</li>
<li>Web scrapers. You can easily scrap any existing web page into an RSS feed for example, with just an XSLT file serving as the binding. Examples are is provided.</li>
</ul>

<p>There is no dependency on anything else than .Net's XPATH implementation. There is no dependency on Internet Explorer's MSHTML dll or W3C's HTML tidy or ActiveX / COM object, or anything like that. There is also no adherence to XHTML or XML, although you can actually produce XML using the tool.</p>

<p>The binaries and source code can be downloaded from CodePlex here: <a href=""http://htmlagilitypack.codeplex.com/"" rel=""nofollow"">http://htmlagilitypack.codeplex.com/</a></p>",,,0,,1/6/2011 10:07:49,,1/6/2011 10:07:49,1/6/2011 10:07:49,,403671,,-1,,3,0,,
4613770,,"Html Agility Pack is an HTML parser for the .NET platform. It is very tolerant to ""real world"" malformed HTML.",,,0,,1/6/2011 10:07:49,,1/6/2011 10:07:49,1/6/2011 10:07:49,,403671,,-1,,3,0,,
3609905,,"<p>Please do not use this tag.</p>

<p>If a question is off-topic and you have enough reputation, simply vote to close it. If you do not have enough reputation and you feel the question is not likely to be closed in a timely manner, flag it for moderator attention.</p>",,,0,,7/22/2010 18:39:59,,8/31/2010 14:19:00,8/31/2010 14:19:00,,13531,,-1,,3,0,,
6111550,,"<p>This tags describes all questions about Android-specific usage details of SQLite. This includes transaction handling, database access and prepared statements.</p>",,,0,,5/24/2011 13:56:50,,5/24/2011 14:02:02,5/24/2011 14:02:02,,726755,,-1,,3,0,,
6109240,,<p>JibGrid is a silverlight grid control available on Codeplex (http://jibgrid.codeplex.com/) that provides nice features for conditional filtering of the data.</p>,,,0,,5/24/2011 10:46:40,,5/24/2011 11:17:01,5/24/2011 11:17:01,,118500,,-1,,3,0,,
6109799,,"<p>Windows Biometric Framework (See: <a href=""http://msdn.microsoft.com/en-us/windows/hardware/gg463089"" rel=""nofollow"">http://msdn.microsoft.com/en-us/windows/hardware/gg463089</a>) is a framework from Microsoft. In Windows® 7, the Windows Biometric Framework (WBF) provides support for fingerprint biometric devices through a new set of components. These components improve the quality, reliability, and consistency of the user experience for customers who have fingerprint biometric devices.</p>",,,0,,5/24/2011 11:39:29,,5/24/2011 12:28:29,5/24/2011 12:28:29,,118500,,-1,,3,0,,
6109800,,WBF stands for Windows Biometric Framework from Microsoft.,,,0,,5/24/2011 11:39:29,,5/24/2011 12:28:34,5/24/2011 12:28:34,,118500,,-1,,3,0,,
5585462,,The back to basics tag can be used when experienced developers want to ask a question that gets back to the fundamentals of a language.  It is a question around the basics of a language or reasons around a language construct.  One typical use may be a programmer who is learning a new language trying to figure out how the basics of the new language map to his understanding of a language he already knows well.,,,0,,4/7/2011 18:00:12,,4/7/2011 18:07:44,4/7/2011 18:07:44,,311525,,-1,,3,0,,
5214919,,This tag groups questions about systematic procedures or formulas to accomplish specific programming results,,,0,,3/7/2011 1:36:46,,3/7/2011 2:22:22,3/7/2011 2:22:22,,15081,,-1,,3,0,,
5831451,,"<p>Fragments API was introduced in Android 3.0 but is available for earlier platforms with compatibility package, which is available through SDK Updater (SDK Setup) with label «Android Compatibility package».</p>",,,0,,4/29/2011 11:32:56,,4/29/2011 12:04:04,4/29/2011 12:04:04,,473070,,-1,,3,0,,
5831452,,Fragments API is a new technology of reusale views in android.,,,0,,4/29/2011 11:32:56,,4/29/2011 12:04:05,4/29/2011 12:04:05,,473070,,-1,,3,0,,
3621159,,,,,0,,8/2/2010 6:04:30,,5/9/2011 15:39:31,5/9/2011 15:39:31,,21234,,-1,,3,0,,
3625131,,"<p>See <a href=""/questions/tagged/oracle-apex"" class=""post-tag"" title=""show questions tagged &#39;oracle-apex&#39;"" rel=""tag"">oracle-apex</a></p>",,,0,,9/2/2010 8:20:51,,5/9/2011 15:39:32,5/9/2011 15:39:32,,21234,,-1,,3,0,,
5644764,,"<p>Please use the <a href=""/questions/tagged/eclipse-emf"" class=""post-tag"" title=""show questions tagged 'eclipse-emf'"" rel=""tag"">eclipse-emf</a> tag.</p>",,,0,,4/13/2011 5:22:46,,5/11/2011 11:42:16,5/11/2011 11:42:16,,21234,,-1,,3,0,,
5644765,,The Eclipse Modelling Framework (EMF),,,0,,4/13/2011 5:22:46,,5/11/2011 11:42:16,5/11/2011 11:42:16,,21234,,-1,,3,0,,
5755523,,"<p>The main features of Zend Framework 1.7 are:</p>

<ol>
<li>New Zend_AMF component</li>
<li>Dojo Toolkit 1.2.0</li>
<li>New ZendX_JQuery component</li>
<li>Support for dijit editor</li>
<li>Metadata API in Zend_Cache</li>
<li>Google book search API</li>
<li>Performance enhancements</li>
<li>Application-wide locale with other i18n enhancements</li>
<li>File upload form element enhancements</li>
</ol>",,,0,,4/22/2011 12:44:49,,4/22/2011 12:45:57,4/22/2011 12:45:57,,21234,,-1,,3,0,,
5943236,,,,,0,,5/9/2011 22:27:34,,5/30/2011 19:30:23,5/30/2011 19:30:23,,21234,,-1,,3,0,,
5943237,,Obsolete tag. See http://programmers.stackexchange.com/,,,0,,5/9/2011 22:27:34,,5/30/2011 19:30:23,5/30/2011 19:30:23,,21234,,-1,,3,0,,
6008760,,"<p>Suggested alternative tags</p>

<p><a href=""/questions/tagged/image-scanner"" class=""post-tag"" title=""show questions tagged 'image-scanner'"" rel=""tag"">image-scanner</a>
<a href=""/questions/tagged/lexical-scanner"" class=""post-tag"" title=""show questions tagged 'lexical-scanner'"" rel=""tag"">lexical-scanner</a>
<a href=""/questions/tagged/java-util-scanner"" class=""post-tag"" title=""show questions tagged 'java-util-scanner'"" rel=""tag"">java-util-scanner</a>
<a href=""/questions/tagged/barcode-scanner"" class=""post-tag"" title=""show questions tagged 'barcode-scanner'"" rel=""tag"">barcode-scanner</a>
<a href=""/questions/tagged/network-scanner"" class=""post-tag"" title=""show questions tagged 'network-scanner'"" rel=""tag"">network-scanner</a></p>",,,0,,5/15/2011 13:47:05,,5/15/2011 13:47:05,5/15/2011 13:47:05,,21234,,-1,,3,0,,
6008761,,"This is an ambiguous tag, and should not be used",,,0,,5/15/2011 13:47:05,,5/15/2011 13:47:05,5/15/2011 13:47:05,,21234,,-1,,3,0,,
5177466,,"Deprecated, use sts-springsourcetoolsuite.",,,0,,3/3/2011 6:32:24,,3/10/2011 8:15:42,3/10/2011 8:15:42,,331508,,-1,,3,0,,
5891897,,Bullet3D is a physics simulation library for game primarily. It offers believable 3D physics simulation.,,,0,,5/5/2011 2:05:11,,5/5/2011 3:03:30,5/5/2011 3:03:30,,246776,,-1,,3,0,,
3676433,,,,,0,,9/9/2010 12:21:01,,9/9/2010 12:21:01,9/9/2010 12:21:01,,264697,,-1,,3,0,,
3676434,,<p>Questions relating to the Simple Service Locator IoC library for .NET.</p>,,,0,,9/9/2010 12:21:01,,9/9/2010 12:21:01,9/9/2010 12:21:01,,264697,,-1,,3,0,,
4915650,,"<p>The term ""capture"" has many different meanings in programming, among them:</p>

<ul>
<li>Audio and video capture, also screen capture</li>
<li>A regular expression can ""capture"" part of the match and then refer to it with a backreference during string replacement.  Most regex libraries also provide API-level access to capture results.</li>
<li>When a lexical scope is created by referring to names in the enclosing scope from a nested function (e.g. anonymous function or anonymous method) or lambda expression, the variables thus referred to are ""captured"".</li>
<li>Javascript event handling has a ""capturing"" phase which allows the programmer to prevent bubbling of certain events.</li>
</ul>",,,0,,2/6/2011 19:44:04,,2/6/2011 19:53:32,2/6/2011 19:53:32,,103167,,-1,,3,0,,
4915651,,"""capturing"" is ambiguous.  Please specify whether you mean capturing audio/video (tag `audio-capture` or `video-capture` or `screen-scraping`), regular expression captures (tag: `capturing-group`), or creation of a lexical scope (captured variables) in a lambda expression or nested function, or the capture phase of event handling in JavaScript (tag: `event-handling` or `javascript-events`)",,,0,,2/6/2011 19:44:04,,2/6/2011 19:49:09,2/6/2011 19:49:09,,103167,,-1,,3,0,,
3625121,,"<p>Please do not use this tag.</p>

<p>If a question is off-topic and you have enough reputation, simply vote to close it. If you do not have enough reputation and you feel the question is not likely to be closed in a timely manner, flag it for moderator attention.</p>",,,0,,9/2/2010 8:20:44,,9/2/2010 8:20:44,9/2/2010 8:20:44,,-1,,-1,,3,0,,
3625277,,<p>This tag is used for questions about developing for Microsoft Windows using the Win32 API. The Win32 API is principally a set of C header files and libraries allowing it to be easily used by C++ and languages as diverse and Python and Lua.</p>,,,0,,9/2/2010 8:23:22,,9/2/2010 8:23:22,9/2/2010 8:23:22,,-1,,-1,,3,0,,
4897439,,,,,0,,2/4/2011 11:22:51,,2/4/2011 11:22:51,2/4/2011 11:22:51,,-1,,-1,,3,0,,
4897440,,,,,0,,2/4/2011 11:22:51,,2/4/2011 11:22:51,2/4/2011 11:22:51,,-1,,-1,,3,0,,
4919596,,,,,0,,2/7/2011 9:16:22,,2/7/2011 9:16:22,2/7/2011 9:16:22,,-1,,-1,,3,0,,
4947870,,"<p>This tag ""STS"" has been a cause of a fair bit of confusion as it is used for three different technologies that also all have at least one other tag as well.</p>

<p>To help users pick the right tag, in lieu of ""STS"", <strong>please lock this tag out</strong> -- as was done for certain other tags (EG: beginner).</p>

<p>Retagging is underway to replace STS and associated tags with:</p>

<ul>
<li><a href=""/questions/tagged/sts-securitytokenservice"" class=""post-tag"" title=""show questions tagged &#39;sts-securitytokenservice&#39;"" rel=""tag"">sts-securitytokenservice</a></li>
<li><a href=""/questions/tagged/sts-simple-templatesystem"" class=""post-tag"" title=""show questions tagged &#39;sts-simple-templatesystem&#39;"" rel=""tag"">sts-simple-templatesystem</a></li>
<li><a href=""/questions/tagged/sts-springsourcetoolsuite"" class=""post-tag"" title=""show questions tagged &#39;sts-springsourcetoolsuite&#39;"" rel=""tag"">sts-springsourcetoolsuite</a></li>
</ul>

<p>This way, when a user types one of the 6 terms they are familiar/comfortable with, auto-complete will help them pick the correct one of 3 tags (instead of the current 6 plus).</p>

<p>See <a href=""http://meta.stackexchange.com/questions/78923/ambiguous-tag-sts"">http://meta.stackexchange.com/questions/78923/ambiguous-tag-sts</a> for more information. (Other meta questions pending.)</p>

<p>Finally, note that the new tags are hampered by the 25 character limit -- which is the reason that they are not (yet): <em>sts-security-token-service</em>, <em>sts-simple-template-system</em>, and <em>sts-springsource-tool-suite</em>.</p>",,,0,,2/9/2011 16:45:44,,3/10/2011 6:56:03,4/24/2014 17:07:49,,-1,,-1,,3,0,,
4947871,,"<p>Deprecated, please use one of: 
sts-securitytokenservice,
sts-simple-templatesystem, 
sts-springsourcetoolsuite
instead.  See: <a href=""http://meta.stackexchange.com/q/78923/148310"">http://meta.stackexchange.com/q/78923/148310</a> .</p>",,,0,,2/9/2011 16:45:44,,3/10/2011 6:57:00,4/24/2014 17:07:49,,-1,,-1,,3,0,,
4954649,,,,,0,,2/10/2011 7:58:40,,2/10/2011 7:58:40,2/10/2011 7:58:40,,-1,,-1,,3,0,,
4954650,,,,,0,,2/10/2011 7:58:40,,2/10/2011 7:58:40,2/10/2011 7:58:40,,-1,,-1,,3,0,,
5023055,,,,,0,,2/16/2011 22:40:45,,2/16/2011 22:40:45,2/16/2011 22:40:45,,-1,,-1,,3,0,,
5023061,,,,,0,,2/16/2011 22:41:06,,2/16/2011 22:41:06,2/16/2011 22:41:06,,-1,,-1,,3,0,,
5023072,,,,,0,,2/16/2011 22:41:46,,2/16/2011 22:41:46,2/16/2011 22:41:46,,-1,,-1,,3,0,,
5072204,,,,,0,,2/21/2011 22:52:33,,2/21/2011 22:52:33,2/21/2011 22:52:33,,-1,,-1,,3,0,,
5072205,,,,,0,,2/21/2011 22:52:33,,2/21/2011 22:52:33,2/21/2011 22:52:33,,-1,,-1,,3,0,,
5072207,,,,,0,,2/21/2011 22:52:39,,2/21/2011 22:52:39,2/21/2011 22:52:39,,-1,,-1,,3,0,,
5072208,,,,,0,,2/21/2011 22:52:39,,2/21/2011 22:52:39,2/21/2011 22:52:39,,-1,,-1,,3,0,,
5078600,,,,,0,,2/22/2011 13:15:04,,2/22/2011 13:15:04,2/22/2011 13:15:04,,-1,,-1,,3,0,,
5078601,,,,,0,,2/22/2011 13:15:04,,2/22/2011 13:15:04,2/22/2011 13:15:04,,-1,,-1,,3,0,,
5094151,,,,,0,,2/23/2011 17:00:07,,2/23/2011 17:00:07,2/23/2011 17:00:07,,-1,,-1,,3,0,,
5094152,,,,,0,,2/23/2011 17:00:07,,2/23/2011 17:00:07,2/23/2011 17:00:07,,-1,,-1,,3,0,,
5108177,,,,,0,,2/24/2011 17:24:36,,2/24/2011 17:24:36,2/24/2011 17:24:36,,-1,,-1,,3,0,,
5108178,,,,,0,,2/24/2011 17:24:36,,2/24/2011 17:24:36,2/24/2011 17:24:36,,-1,,-1,,3,0,,
5125268,,,,,0,,2/26/2011 5:31:12,,2/26/2011 5:31:12,2/26/2011 5:31:12,,-1,,-1,,3,0,,
5125269,,,,,0,,2/26/2011 5:31:12,,2/26/2011 5:31:12,2/26/2011 5:31:12,,-1,,-1,,3,0,,
5127474,,,,,0,,2/26/2011 14:34:32,,2/26/2011 14:34:32,2/26/2011 14:34:32,,-1,,-1,,3,0,,
5142775,,,,,0,,2/28/2011 13:47:35,,2/28/2011 13:47:35,2/28/2011 13:47:35,,-1,,-1,,3,0,,
5142776,,,,,0,,2/28/2011 13:47:35,,2/28/2011 13:47:35,2/28/2011 13:47:35,,-1,,-1,,3,0,,
5177465,,"<p>Deprecated, use <a href=""/questions/tagged/sts-springsourcetoolsuite"" class=""post-tag"" title=""show questions tagged &#39;sts-springsourcetoolsuite&#39;"" rel=""tag"">sts-springsourcetoolsuite</a> per <a href=""http://meta.stackexchange.com/q/80829/148310"">http://meta.stackexchange.com/q/80829/148310</a> and <a href=""http://meta.stackexchange.com/q/78923/148310"">http://meta.stackexchange.com/q/78923/148310</a>.</p>",,,0,,3/3/2011 6:32:24,,3/10/2011 8:15:32,4/24/2014 17:07:49,,-1,,-1,,3,0,,
5177573,,"<p>Deprecated.   Use <a href=""/questions/tagged/sts-securitytokenservice"" class=""post-tag"" title=""show questions tagged &#39;sts-securitytokenservice&#39;"" rel=""tag"">sts-securitytokenservice</a> instead.   See: <a href=""http://meta.stackexchange.com/questions/78923/ambiguous-tag-sts/82404#82404"">http://meta.stackexchange.com/questions/78923/ambiguous-tag-sts/82404#82404</a>, for more information.</p>",,,0,,3/3/2011 6:46:31,,3/11/2011 2:07:45,4/24/2014 17:07:49,,-1,,-1,,3,0,,
5177574,,"<p>Deprecated.   Use the sts-securitytokenservice tag instead.   See: <a href=""http://meta.stackexchange.com/questions/78923/ambiguous-tag-sts/82404#82404"">http://meta.stackexchange.com/questions/78923/ambiguous-tag-sts/82404#82404</a></p>",,,0,,3/3/2011 6:46:31,,3/11/2011 2:07:48,4/24/2014 17:07:49,,-1,,-1,,3,0,,
5214918,,,,,0,,3/7/2011 1:36:46,,3/7/2011 1:36:46,3/7/2011 1:36:46,,-1,,-1,,3,0,,
5311371,,,,,0,,3/15/2011 11:59:40,,3/15/2011 11:59:40,3/15/2011 11:59:40,,-1,,-1,,3,0,,
5311372,,,,,0,,3/15/2011 11:59:40,,3/15/2011 11:59:40,3/15/2011 11:59:40,,-1,,-1,,3,0,,
5444689,,,,,0,,3/26/2011 19:18:31,,3/26/2011 19:18:31,3/26/2011 19:18:31,,-1,,-1,,3,0,,
5555487,,,,,0,,4/5/2011 16:54:26,,4/5/2011 16:54:26,4/5/2011 16:54:26,,-1,,-1,,3,0,,
5565272,,,,,0,,4/6/2011 11:02:27,,4/6/2011 11:02:27,4/6/2011 11:02:27,,-1,,-1,,3,0,,
5585461,,,,,0,,4/7/2011 18:00:12,,4/7/2011 18:00:12,4/7/2011 18:00:12,,-1,,-1,,3,0,,
5599004,,,,,0,,4/8/2011 18:02:26,,4/8/2011 18:02:26,4/8/2011 18:02:26,,-1,,-1,,3,0,,
5703875,,,,,0,,4/18/2011 13:50:35,,4/18/2011 13:50:35,4/18/2011 13:50:35,,-1,,-1,,3,0,,
5755524,,,,,0,,4/22/2011 12:44:49,,4/22/2011 12:44:49,4/22/2011 12:44:49,,-1,,-1,,3,0,,
5813827,,,,,0,,4/28/2011 5:02:50,,4/28/2011 5:02:50,4/28/2011 5:02:50,,-1,,-1,,3,0,,
5813828,,,,,0,,4/28/2011 5:02:50,,4/28/2011 5:02:50,4/28/2011 5:02:50,,-1,,-1,,3,0,,
5843973,,,,,0,,4/30/2011 19:00:33,,4/30/2011 19:00:33,4/30/2011 19:00:33,,-1,,-1,,3,0,,
5843980,,,,,0,,4/30/2011 19:01:39,,4/30/2011 19:01:39,4/30/2011 19:01:39,,-1,,-1,,3,0,,
5891896,,,,,0,,5/5/2011 2:05:11,,5/5/2011 2:05:11,5/5/2011 2:05:11,,-1,,-1,,3,0,,
5913235,,,,,0,,5/6/2011 14:59:11,,5/6/2011 14:59:11,5/6/2011 14:59:11,,-1,,-1,,3,0,,
5913236,,,,,0,,5/6/2011 14:59:11,,5/6/2011 14:59:11,5/6/2011 14:59:11,,-1,,-1,,3,0,,
5928937,,,,,0,,5/8/2011 17:09:04,,5/8/2011 17:09:04,5/8/2011 17:09:04,,-1,,-1,,3,0,,
5961140,,,,,0,,5/11/2011 8:09:55,,5/11/2011 8:09:55,5/11/2011 8:09:55,,-1,,-1,,3,0,,
6044797,,,,,0,,5/18/2011 12:41:26,,5/18/2011 12:41:26,5/18/2011 12:41:26,,-1,,-1,,3,0,,
6061587,,,,,0,,5/19/2011 16:10:59,,5/19/2011 16:10:59,5/19/2011 16:10:59,,-1,,-1,,3,0,,
6111551,,,,,0,,5/24/2011 13:56:50,,5/24/2011 13:56:50,5/24/2011 13:56:50,,-1,,-1,,3,0,,
4729651,,<p>Don't vote for me :)</p>,,,0,1/18/2011 22:13:12,1/18/2011 22:13:12,,1/18/2011 22:13:12,1/18/2011 22:13:12,,525868,,525868,,3,0,,
4729558,,,,,0,1/18/2011 22:03:04,1/18/2011 22:03:04,,1/18/2011 22:03:04,1/18/2011 22:03:04,,7412,,7412,,3,0,,
4729552,,<p>// can moderate</p>,,,1,1/18/2011 22:02:35,1/18/2011 22:02:35,,1/18/2011 22:02:35,1/18/2011 22:02:35,,260990,,260990,,3,0,,