id,display_name,about_me,age,creation_date,last_access_date,location,reputation,up_votes,down_votes,views,profile_image_url,website_url
366,littlecharva,,,8/5/2008 6:49:50,8/8/2022 13:12:26,,4214,90,1,252,,http://www.twitter.com/littlecharva
1110,user1110,,,8/12/2008 12:33:06,7/8/2009 20:03:11,,59,0,0,49,,
1666,SCdF,"<p>...!</p>

<p><i>(contactable via email: domain sdufresne.info, user stefan (i.e user@domain))</i></p>",,8/17/2008 21:07:18,1/13/2022 16:16:28,"London, UK",55061,740,133,2308,,https://sdufresne.info
1754,David R. Longnecker,"<p>As an entrepreneur, I bridge the business and technology worlds to help organizations build values-aligned strategies and partnerships that include product, marketing, content, and community with a passion for innovation and iteration. These strategies focus on the people involved with technology and technology's role within an organization; not as a replacement for individuals, but as a tool to empower users, build relationships, and drive business strategy.</p>
<p>As a leader and mentor, I focus on building and enabling diverse teams driven to a core mission--the long-term success of the organization. I believe in bringing together passionate, life-long learners and providing them with the tools, opportunities, and mentoring that allows them to grow into their best selves and provide exceptional results for the organization. It’s also vital to mentor and educate across organizational boundaries and reporting chains to keep communication flowing and bring transparency and inclusion to any change agents.</p>
<p>As an application architect, my passion lies in designing and implementing right-sized solutions for customers of all sizes and keeping an eye towards process improvement, agile development, professionalism, and constant learning. Whether leading a large team or working solo, my mindset allows me to easily balance strategic and day-to-day development projects. Over the past 15 years, I've designed, developed, implemented, and integrated custom technology solutions for a wide variety of organizations and markets.</p>
<p>I thrive on technology’s constant, rapid change that provides continuous opportunities to learn, grow, and improve the organization, my peers, and myself.</p>",,8/18/2008 12:45:25,9/17/2022 3:59:37,"Kansas City, MO, USA",2767,170,2,614,https://i.stack.imgur.com/egFxf.jpg?s=128&g=1,https://drlongnecker.com
2169,Michał Niedźwiedzki,,,8/20/2008 17:54:22,3/1/2021 11:02:02,"Katowice, Poland",12739,99,28,1094,https://i.stack.imgur.com/FE0lM.jpg,
3863,Adam Hughes,I regularly use C# and SQL Server 2005.,,8/31/2008 13:37:35,9/16/2021 18:32:17,"Middletown, DE",3634,53,3,261,,http://adam.hughes.cc
4234,dreeves,"<p>Startup: <a href=""http://beeminder.com"" rel=""nofollow"">Beeminder.com</a></p>

<p>Blog: <a href=""http://messymatters.com"" rel=""nofollow"">MessyMatters.com</a></p>

<p>Homepage: <a href=""http://dreev.es"" rel=""nofollow"">Dreev.es</a></p>

<p><a href=""http://twitter.com/dreev"" rel=""nofollow"">Twitter.com/dreev</a></p>

<p>Favorite programming language: <a href=""http://stackoverflow.com/questions/tagged/mathematica"">Mathematica</a></p>

<p>Random fact: Dreeves is an ultra-marathon inline skater</p>",,9/2/2008 13:28:32,9/20/2022 23:37:42,,25980,2871,54,2507,,http://ai.eecs.umich.edu/people/dreeves
4365,D2VIANT,,,9/3/2008 4:46:09,9/4/2008 1:12:51,United States,310,10,0,45,,
4685,Pop Catalin,"<p>Think more - code less, or think less - code more?</p>",,9/5/2008 7:49:27,9/23/2022 13:15:39,"Cluj-Napoca, Romania",60224,2912,164,3480,https://i.stack.imgur.com/yLYX4.jpg?s=128&g=1,http://www.iquarc.com
5362,Branko,,,9/9/2008 10:53:45,7/23/2021 3:50:06,,535,37,0,67,,http://www.servermigrator.com
6188,Rodney Schuler,"<p>AutoCAD programmer, mostly ObjectARX(C++,C#), some AutoLISP, some VBA.
Working for a midsized manufacturer - awesome to work for because everybody here believes in the value created by custom software.</p>",,9/12/2008 20:29:02,9/13/2022 3:33:18,Iowa,2128,8817,5,312,,http://www.linkedin.com/in/rodneyschuler/
7037,Citrone,"I am a software developer working in Timisoara, Romania.
I am interested in C/C++ programming, and I also have interest in developing web applications.",,9/15/2008 13:03:08,1/23/2019 14:57:57,Romania,200,14,0,105,https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1,
12650,alif,,,9/16/2008 15:06:47,3/11/2011 21:34:32,United States,619,32,1,112,,
13379,Michael,"<p>Black lives matter.</p>
<p>Avid Java programmer who is passionate about clean code.</p>
<p>Author of <strong><a href=""http://github.com/mangstadt/ez-vcard"" rel=""nofollow noreferrer"">ez-vcard</a></strong> (an open source Java vCard parser)</p>
<p>Author of <strong><a href=""http://github.com/mangstadt/biweekly"" rel=""nofollow noreferrer"">biweekly</a></strong> (an open source Java iCalendar parser)</p>
<p>B.S. Computer Science</p>
<p>CompTIA A+ certified</p>
<p><a href=""https://www.linkedin.com/in/michaelangstadt"" rel=""nofollow noreferrer"">LinkedIn</a></p>",,9/16/2008 18:41:19,9/8/2022 16:09:48,"Philadelphia, PA",34435,844,16,2667,,http://mikeangstadt.name
14688,Xqj37,,,9/17/2008 2:03:11,10/6/2008 11:22:14,,57,0,0,32,,
14845,flabdablet,<p>merge me</p>,,9/17/2008 3:25:08,6/13/2022 18:36:26,Australia,3415,4,0,189,https://i.stack.imgur.com/ui6eJ.jpg?s=128&g=1,
15946,Hibri,Your regular code monkey,,9/17/2008 13:40:26,6/10/2020 9:06:02,"London, United Kingdom",428,67,6,59,,http://www.hibri.net
18595,valentyn,,,9/19/2008 6:52:26,5/6/2021 13:57:20,"Kyiv, Ukraine",55,4,0,31,https://www.gravatar.com/avatar/14ca698765a72543a448ed4f1ef71410?s=128&d=identicon&r=PG&f=1,
23423,Markus Johansson,,,9/29/2008 12:15:53,7/23/2021 7:10:09,Sweden,3693,77,2,262,,
23724,Shunyata Kharg,<p>dev.</p>,,9/30/2008 8:57:21,1/20/2021 11:15:12,"Girona, Spain",917,16,0,266,,
30096,hearn,"<p>Work: Managing Director - Rainhack Ltd.<br />
Play: DJ/Producer &amp; full time beard wearer.</p>",,10/21/2008 19:59:40,7/24/2014 15:24:42,"England, United Kingdom",1007,22,0,133,,http://www.stevehearn.co.uk
34795,Adam Rezich,<p>I like learning programming languages.</p>,,11/5/2008 18:36:44,12/17/2018 18:33:54,United States,3092,154,2,375,,http://adam.rezich.com
36007,Ed Marty,"<p>I work at a company developing games in Unity for various platforms, including iOS, Android OS, the HTC Vive, the Oculus Rift, Nintendo Switch, Xbox One, and PS4.</p>",,11/9/2008 22:20:06,9/20/2022 7:39:07,Minnesota,39410,1131,30,1826,https://i.stack.imgur.com/DEjnm.jpg?s=128&g=1,http://www.findmyed.com
36295,Rodrigo Lopez,I am a cool sheep.,,11/10/2008 19:27:55,9/23/2022 9:33:06,"Stockholm, Sweden",821,50,0,109,,
36740,Santosh Benjamin,,,11/8/2008 21:35:46,11/8/2010 17:56:44,,81,7,0,84,,http://santoshbenjamin.wordpress.com
38976,Alexander Abramov,,,11/19/2008 15:26:45,5/28/2022 14:39:18,"Amsterdam, Netherlands",1410,519,10,235,,
39061,Derek,,,11/19/2008 18:56:25,6/14/2022 14:40:33,"Lincoln, NE",962,190,8,210,,http://djbender.com
43836,pondermatic,<p>(Your about me is currently blank.)</p>,,12/5/2008 22:20:52,9/15/2022 4:35:42,United States,6313,97,12,508,,
44242,user44242,,,12/8/2008 9:59:12,3/18/2012 13:19:02,,1158,20,1,106,,
49659,Nedko,,,12/28/2008 22:43:05,9/29/2010 15:22:00,Bulgaria,69,13,0,26,,
53369,Olivier,,,1/9/2009 14:54:54,10/21/2021 17:52:07,,1232,42,1,159,,
53718,Cerebrus,"<p>I've been moderating the <a href=""http://groups.google.com/group/DotNetDevelopment/"" rel=""nofollow"">DotNetDevelopment Google Group</a> for the past 5 years and have been extremely active within the Group.</p>",,1/10/2009 16:46:46,9/18/2022 10:47:26,India,25470,778,71,3447,https://i.stack.imgur.com/l9vPZ.png?s=128&g=1,http://groups.google.com/group/dotnetdevelopment
57208,Spink,,,1/20/2009 18:43:36,2/6/2017 20:03:23,,121,55,0,35,,
58900,Cena Mayo,<p>Learning the hard way.</p>,,1/26/2009 0:28:38,5/28/2013 20:30:15,"Minneapolis, MN",87,4,0,54,,http://notyet
63362,user63362,,,2/6/2009 15:13:51,5/29/2009 14:25:32,,83,1,0,24,,
70351,drxzcl,"<p>Physicist, data-wrangler and technology enthusiast.</p>

<p>Follow my projects at <a href=""http://zerocharactersleft.blogspot.com"" rel=""nofollow"">zerocharactersleft.blogspot.com</a></p>",,2/24/2009 13:21:09,9/20/2022 20:19:42,,2952,437,5,281,,http://zerocharactersleft.blogspot.com
70980,Rick,"Accomplished, strategic-thinking IT professional with a proven twelve year track record in systems integration, software development and database administration is seeking an opportunity to utilize the SDLC and deliver custom solutions to increase ROI for their clients.
Specialties:

Languages: C#, VB.Net, XML, VB 6, VBA, Perl, AJAX, PL/SQL, Transact-SQL Technologies: ASP.Net, ADO.Net, ClickOnce, Web Services, AJAX Toolkit Factories: Web Client Software Factory, WCSF Contrib (PageFlow) ERP: JD Edwards OneWorld XE, i2 Factory Planner Databases: Microsoft SQL Server, Oracle, MySQL, Sybase Reporting Tools: Crystal Reports, Microsoft Reporting Services Systems: Windows (Clients and Servers), Microsoft Terminal Services.",,2/25/2009 18:29:33,4/16/2022 13:02:27,"Columbia, SC",82,10,0,61,,http://www.averyinformationsystems.com
74857,Ali Kazmi,"<p>I have 13+ years of experience building backend, frontend (web and mobile) applications across various platforms. NodeJS, ASP.NET MVC, .NET Core, React JS, React Native, Angular.</p>",,3/6/2009 20:02:01,9/3/2021 7:49:46,"Karachi, Sindh, Pakistan",3542,55,9,631,https://i.stack.imgur.com/9NZEU.png,http://www.digital-dividend.com
75129,zumalifeguard,"<p><a href=""http://about.me/kasajian"" rel=""nofollow"">http://about.me/kasajian</a></p>",,3/7/2009 22:16:15,9/24/2022 21:27:42,,8403,52,34,2310,https://i.stack.imgur.com/JrxZA.png,
75666,mheap,,,3/9/2009 15:02:23,6/10/2011 16:06:59,"Leeds, AL",86,10,0,40,,http://michaelaheap.com
77706,springrider,<p>you are what you code.</p>,,3/13/2009 12:58:40,5/4/2020 13:05:09,China,460,94,3,193,,
79210,Jordie,I code therefore I am.,,3/17/2009 21:50:48,3/3/2010 22:44:38,Australia,899,50,7,116,,http://www.google.com
79485,Marcel,"<p>I am an experienced software developer for both technical and business software, mainly in C#/.NET. Most professional projects are web applications or web services in the telecommunications field, for large corporate customers. </p>

<p>I work and live in Switzerland. In my spare time I build and hack hardware stuff and occasionally, I blog on <a href=""https://qrys.ch"" rel=""nofollow noreferrer"">https://qrys.ch</a> about it.</p>",,3/18/2009 13:26:50,9/23/2022 5:55:10,Switzerland,14348,4338,87,1770,https://i.stack.imgur.com/lbfZC.png?s=128&g=1,https://marcelsuter.ch
81896,Michał Bendowski,<p>I work on Android Studio and the Android Gradle plugin in Google London. I'm interested in everything related to programming languages and tools.</p>,,3/24/2009 0:30:03,3/6/2022 18:03:14,"London, United Kingdom",2621,51,0,312,,http://bendowski.pl
85611,Rainer Blessing,<p>Software Developer</p>,,4/1/2009 11:14:20,9/24/2022 19:28:34,"Stuttgart, Germany",1121,327,4,133,,http://twitter.com/rainerblessing
86871,rkb,"<p>@ralphbod</p>

<p><a href=""https://github.com/rkbodenner"" rel=""nofollow"">https://github.com/rkbodenner</a></p>",,4/3/2009 19:16:31,5/24/2015 6:35:04,"Portland, OR",3392,112,12,258,https://i.stack.imgur.com/fUGh5.jpg,
87464,nvuono,code primate,,4/6/2009 3:34:28,9/19/2022 14:17:49,"Syracuse, NY",3313,317,12,313,,http://plzhalp.me
88086,Gadi,"Software Engineering Manager, Agilist",,4/7/2009 12:31:49,4/6/2022 11:44:09,Israel,462,33,0,114,,http://cloneable.lifshitz.net
92554,bbudge,,,4/18/2009 17:39:08,6/24/2021 17:52:16,California,1117,41,0,3661,,
96100,Tim Down,"<p>Web developer, based in the UK, currently specializing in JavaScript. Author of <a href=""http://log4javascript.org"" rel=""nofollow"">log4javascript</a>, <a href=""http://code.google.com/p/jshashtable/"" rel=""nofollow"">jshashtable</a> and <a href=""http://code.google.com/p/rangy/"" rel=""nofollow"">Rangy</a>.</p>

<p>Twitter: @tpdown</p>",,4/26/2009 1:30:57,9/23/2022 11:52:52,United Kingdom,309657,2381,132,21415,,http://www.timdown.co.uk
97734,ehaselwanter,"<p>Infrastructure Automation with #Chef, #Ansible, and #Terraform, #DevOps w/ Culture, #Apple Fanboy. Linux, #OSX, Solaris. IT Nerd. #IaaS #AWS #Azure @infralovers</p>
<ul>
<li><a href=""https://www.infralovers.com"" rel=""nofollow noreferrer"">https://www.infralovers.com</a></li>
<li><a href=""https://www.commandemy.com"" rel=""nofollow noreferrer"">https://www.commandemy.com</a></li>
<li><a href=""https://www.infralovers.de"" rel=""nofollow noreferrer"">https://www.infralovers.de</a></li>
<li><a href=""https://www.commandemy.de"" rel=""nofollow noreferrer"">https://www.commandemy.de</a></li>
</ul>",,4/29/2009 14:19:29,12/17/2021 8:18:56,"Graz, Austria",69,2,0,36,,http://ehaselwanter.com
98167,Doug Seelinger,"<p>Senior Consultant with Microsoft Consulting Services.  Interested in agile software development, identity management, and learning new ""stuff""</p>",,4/30/2009 1:42:45,7/4/2020 14:05:26,"Winchester, VA",466,86,0,95,,http://blogs.msdn.com/agileer
107783,Luke Puplett,"<p>Started out as a Windows PSS engineer for Microsoft UK, then built industrial scale automation solutions for banks before turning to application and systems programming on .NET and Azure.</p>",,5/15/2009 15:52:49,9/22/2022 8:57:21,"Crowborough, United Kingdom",39884,1141,38,2942,,http://www.lukepuplett.com
109941,Jim G.,,,5/20/2009 13:52:17,9/25/2022 3:30:05,,14734,7997,2669,2875,,
113149,erikric,"General Manager / PHP developer
.NET developer/consultant from Norway",,5/27/2009 13:03:59,9/21/2022 22:02:59,"Oslo, Norway",3949,102,5,192,,http://None
114372,Kristiaan,"<p>Computer addict, working for an IT Support Company providing software and hardware services to clients and customers.</p>",,5/29/2009 15:38:06,3/6/2018 17:03:52,United Kingdom,253,8,0,40,,http://yellowdawg.co.uk
114583,Dathan,<p>I write code at Netflix.</p>,,5/29/2009 22:25:53,9/23/2022 22:33:27,"Mountain View, CA, USA",7167,963,21,647,,http://dathan.org
114899,KFro,,,5/30/2009 20:41:23,2/16/2018 22:06:14,"Yorba Linda, CA, United States",764,94,1,63,,
115729,tallganglyguy,<p>I'm an electronics engineer specializing in remote sensing equipment and geospatial solutions.</p>,,6/2/2009 1:58:41,10/19/2021 20:17:19,"Houston, TX",414,12,1,53,,
117611,Seph,,,6/4/2009 19:59:00,12/29/2015 16:55:44,,328,31,7,143,,http://sephlietz.com
120243,Alastair Pitts,<p>Developer. Engineer. Enthusiast. Goodjer. Bugler.</p>,,6/10/2009 1:55:07,9/6/2022 0:47:45,"Melbourne, Australia",19155,1460,394,1891,,
121519,Chakri Bireddy,,,6/11/2009 18:38:38,9/25/2022 4:58:12,,123,6,0,24,,
125847,Chuck Fouts,<p>hello</p>,,6/19/2009 16:46:41,2/2/2019 4:59:23,"Apex, NC",96,64,0,42,,
126431,BeesonBison,,,6/21/2009 9:13:48,2/7/2021 8:15:34,"Cambridge, United Kingdom",1023,102,1,218,,
137479,Kevin Grossnicklaus,,,7/13/2009 14:45:48,9/13/2018 16:55:21,"St. Louis, MO",691,0,0,68,,http://www.architectnow.net
138149,seize,,,7/14/2009 15:38:46,3/21/2022 10:30:20,,853,23,1,58,,
145209,David Henderson,,,7/26/2009 8:10:13,6/13/2018 9:25:11,"Southampton, United Kingdom",1175,50,6,141,,http://www.linkedin.com/pub/david-henderson/10/33/b99
146100,bluediapente,,,7/28/2009 1:40:16,9/2/2017 15:50:42,,3916,655,11,498,,
149712,Lara Röpnack,,,8/3/2009 12:26:21,11/13/2013 12:44:23,"Berlin, Germany",167,17,0,59,,
151523,Mannusanghi,I am a software engineer. Working with Persistent System Limited.,,8/6/2009 4:41:08,11/20/2009 9:42:22,"Pune, India",249,3,0,42,,
156611,Ed Sinek,,,8/14/2009 16:32:33,3/18/2019 18:22:23,"Berkeley, CA, United States",4769,922,3,201,,
157937,barbarian,,,8/17/2009 18:36:47,8/11/2021 11:25:18,Ukraine,1539,24,0,98,,http://bnotezz.tumblr.com
159145,Dai,"<p>I'm Dai, I'm currently a software engineer in Seattle doing the rounds on a variety of startups. I'm mostly familiar with the .NET stack.</p>
<p>(Just don't call me a &quot;full-stack&quot; engineer - there's more to software than a &quot;back-end&quot; vs. &quot;front-end&quot; dichotomy: think about embedded and robotics, industrial control, avionics, systems programming with Rust, and so on!)</p>
<p>Prior to the startup scene I was gainfully employed at Microsoft as a Software Engineer for the Chakra JavaScript engine (Edge and Internet Explorer), prior to that I worked on Expression Blend and Visual Studio.</p>
<p>I like to think I have extensive experience in C# and the .NET Framework, and modest experience in C++. Prior to Microsoft I worked on web-applications and web-services using ASP.NET Web Forms, ASP.NET MVC, and WCF. I also have experience in PHP, Java and other non-Microsoft platforms and technologies for which I'm happy to answer questions about.</p>
<p>Also:</p>
<ul>
<li>Everything is terrible.</li>
<li>Life is short and love is always over in the morning.</li>
</ul>",,8/19/2009 10:32:20,9/25/2022 5:28:49,"Redmond, WA",130914,4440,1443,13710,https://i.stack.imgur.com/9Mufm.png?s=128&g=1,http://dai.me
162623,Bruno De Barros,,,8/25/2009 10:46:27,9/23/2022 7:41:03,"Weston-Super-Mare, United Kingdom",1526,68,7,190,,https://terraduo.com
163174,Wim Lewis,,,8/26/2009 0:17:23,4/27/2011 23:20:16,,101,0,0,16,,http://people.omnigroup.com/
163186,Mohamed Nuur,"I am a Software Development Engineer in Test in Seattle, WA.",,8/26/2009 1:03:14,9/22/2022 12:37:01,"Seattle, WA",5386,862,19,545,,http://www.momadthenomad.com
165498,AlanZ,,,8/30/2009 2:27:07,1/16/2014 4:56:07,,135,3,0,29,,
166740,Lukasz Lysik,<p>.NET Developer</p>,,9/1/2009 17:03:01,9/23/2022 14:34:59,"London, United Kingdom",10332,352,7,590,,http://lukasz-lysik.github.io
172144,vsvasya,:),,9/11/2009 15:43:42,9/24/2022 15:51:58,Russia,647,298,0,59,,http://vsvasya.livejournal.com
174674,volni,,,9/16/2009 23:32:24,5/15/2021 3:47:17,,4946,294,4,320,https://www.gravatar.com/avatar/c85d17255fba53bbba11b83a3c442e06?s=128&d=identicon&r=PG&f=1,
185756,Miro Bartanus,,,10/7/2009 16:18:42,9/21/2022 12:06:18,,33,5,0,13,,
185869,iHunger,,,10/7/2009 19:11:46,6/20/2012 18:11:35,"St. Louis, MO",73,14,0,14,,http://www.amrph.us
186335,Stuart Ervine,"<p>I'm an agile developer working for Shift F6. I've worked using various techniques such as pair programming, TDD, iterative developer since 2002.</p>",,10/8/2009 12:25:48,2/3/2019 21:14:12,United Kingdom,1014,10,1,67,,http://www.stuartervine.com
188574,Tun,<p>a learning man.</p>,,10/12/2009 17:28:31,9/23/2022 14:30:52,"Yangon, Myanmar",1299,126,2,131,,http://tunwinnaing.wordpress.com
191084,David Roussel,Software Developer,,10/16/2009 8:22:35,9/21/2022 22:29:28,"London, United Kingdom",5658,399,13,657,,http://dvae.net/blog
193016,kroiz,"<p>This is empty not because I am lazy, but because I don't know what to tell about myself. Oops I think I said too much.</p>",,10/20/2009 10:34:28,9/20/2022 10:23:09,Israel,1702,1637,4,518,https://i.stack.imgur.com/ZNCM1.png,
196032,Alex R,<p>merge keep</p>,,10/25/2009 0:12:11,9/25/2022 4:19:13,,11443,1217,323,1367,,
197013,JuniorDeveloper,,,10/27/2009 2:02:33,8/14/2010 0:41:12,,361,0,0,12,,
197377,tpol,,,10/27/2009 14:05:27,9/22/2022 16:23:19,,810,52,1,31,,
213682,Alexei Sholik,,,11/18/2009 11:23:20,1/25/2022 20:30:24,"Kyiv, Ukraine",7093,830,17,894,https://i.stack.imgur.com/7RsKu.jpg,https://alexeisholik.com
218260,Frank,"<p>What can i say, I am just a geezer!</p>",,11/25/2009 2:04:21,11/27/2015 1:18:57,"Compton, CA",1046,116,2,222,,http://frankbasti.com
218634,kmhofmann,,,11/25/2009 14:11:40,11/20/2020 12:22:04,"Amsterdam, Netherlands",514,43,3,31,https://i.stack.imgur.com/hB95W.jpg,http://michael-hofmann.info
231500,Paul Degnan,"<p>I am Manager of the Platform Engineering team at Celmatix. I draw upon my years of experience in consumer-facing applications to lead a technology team of 10 offshore and full-time engineers to build and maintain the Polaris platform. Polaris is a HIPAA-compliant application using Ruby on Rails and React, hosted on AWS. Our technology integrates with multiple EMR systems to provide patient management tools and Celmatix proprietary patient care data to fertility clinics nationwide.</p>

<p>Previously I was head of the Software Engineering team for littleBits Electronics. There I led 3 mobile, 7 web / services, and 1 qa engineer, who built the sites and platforms supporting littleBits products. The team transitioned from primarily ecommerce / web focus, to a product development team supporting littleBits as it weaves software learning and play tools into the core of an ed-tech platform.</p>

<p>Additionally I was Director of the Development team for Marvel Interactive. There I led a team of 12 full-stack, 4 mobile, and 2 operations developers on four major project tracks to build and maintain Web properties and the Marvel Unlimited subscription product: (<a href=""http://webbyawards.com/winners/2016/mobile-sites-apps/general-sites-apps/entertainment/marvel-unlimited/"" rel=""nofollow noreferrer"">Webby Award winner 2016</a>). In addition I responded to enterprise policies and goals both from internal Marvel IT teams, and Disney enterprise shared services.</p>

<p>Before Marvel I spent over 10 years with Western Union, implementing consumer-facing bill payment systems for clients in the utilities, mortgage, insurance, and other industries, and was a developer with sixdegrees.com, an early social media platform. </p>

<p>In addition I maintain <a href=""http://www.gmap-pedometer.com"" rel=""nofollow noreferrer"">http://www.gmap-pedometer.com</a>, a tool I built in 2005 while training for the Chicago Marathon, that now averages over 600,000 visits per month. This project has garnered mention in everything from <a href=""http://oreilly.com/catalog/9780596101619/"" rel=""nofollow noreferrer"">O'Reilly technical books</a> to the MOMA exhibit <a href=""http://www.moma.org/interactives/exhibitions/2008/elasticmind/#/98/"" rel=""nofollow noreferrer"">Design and the Elastic Mind</a></p>

<p>My goal is always to build a technology team that serves the strategy of the the business running it. Technology is my passion, and the endeavor to create an elegant and stable system is the challenge that makes the days fly by. In the end however, the right solution is one that meets the business's goals in cost, maintainability, and power.</p>",,12/14/2009 18:08:56,9/4/2022 19:54:12,"New York, United States",1902,56,3,181,,http://www.gmap-pedometer.com
236626,aharon,,,12/22/2009 6:45:30,10/22/2015 12:55:13,,7097,12,0,195,https://www.gravatar.com/avatar/d12b90ddf6430f31f9e2d26eec68a568?s=128&d=identicon&r=PG&f=1,
240379,Jim,,,12/29/2009 18:45:32,9/19/2022 15:05:01,,774,90,2,42,,
252830,bigtony,,,1/17/2010 22:56:09,9/24/2022 18:14:10,,817,47,4,39,,
253404,abenthy,,,1/18/2010 17:48:58,9/22/2022 12:08:47,,883,48,3,96,,
